IPIC Ref No.,IPIC Comment
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6423,"From our analysis of the 12 containers, data loggers are not available for PONU4865939 and MWCU6637692.From our analysis of the remaining 10 data loggers there is no evidence to indicate high temperatures leading to ripes during the course of transit.  Therefore, we consider any claim for this aspect should be rejected.MNBU0289828 ? DL activated 22nd April 2016, return air sensor is within 2 C of set point after 44 hours.  Supply and return temperature readings correct throughout transit.MNBU0142272 ? DL activated 22nd April 2016, a return air sensor is within 2 C of set point after 43 hours.  Supply and return temperature readings correct throughout transit.MWCU5211824 ? DL activated 21st April 2016, return air temperature of 18.69 C indicates some pre cooling had already taken place.  Return air is within 2 C of set point after 46 hours.  No evidence to support high or low carriage temperatures during the course of transit.MWMU6354326 ? DL activated on 22nd April 2016 at 16:00 hours.  A return air temperature of 20 C indicates some pre cooling may have already taken place.  On 26th / 27th and 28th April there are issues with the supply air as this drops to -21 C.  There are no readings displayed for return air, low supply could be a possible explanation for chilling injury.MSWU0059880 ? DL activated on 22nd April 2016, return air takes 77 hours to be within 2 C of set point.  There are no temperature issues during the course of transit.MMAU1105438 - DL activated on 22nd April 2016, 57 hours for return of air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3306488 ? Unit activated on 21st April 2016, 74 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MWCU6756541 ? DL activated on 21st April 2016, return air sensor readings within 2 C of set point after 70 hours.  There are no temperature issues during the course of transit.PONU4512947 ? DL activated on 21st April 2016, 57 hours for return air to be within 2 C of set point.  There are no temperature issues during the course of transit.MNBU3037218 ? DL activated on 22nd April 2016, return air is within 2 C of set point after 59 hours.    There are no temperature issues during the course of transit."
IPIC-6336,"We would agree with the surveyors remarks that the consignment was of no value, photographs depict juice leaking from the door seals, heavy condensation on the roof and collapsed cartons. Reefer LCD display records 43 C, and Emergency operation.No temperature data available in RCM. In our opinion the most likely cause of damage is transit related, whether due to a reefer malfunction and or the unit off power. To comment further on causation and on the recovery prospects full download required.   "
IPIC-6338,Surveyors comments noted.
IPIC-6672,"Surveyors comments noted.Unfortunately RCM does not hold the data logger for this consignment, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis, into root cause and potential recovery action."
IPIC-6651,"Surveyors comments noted.Cargo accepted, hence no claim expected."
IPIC-6679,"Surveyors comments noted.Cargo accepted, hence no claim expected."
IPIC-6324,"Surveyors comments noted.No claim expected."
IPIC-6351,"Surveyors comments noted.The data logger show that unit malfunctioned, most likely due a system leak, causing lack of refrigerant and subsequent reduced cooling capacity, leading to high temperature."
IPIC-6356,"Surveyors comments noted.The data logger show that temperature and CO2 level was kept within range of set point. However, the O2 level was higher than requested set point during the entire voyage."
IPIC-6360,"Surveyors comments noted.Unfortunately RCM does not hold the data logger for this consignment, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis, into root cause and potential recovery action."
IPIC-6350,"Surveyors comments noted.Our analysis of the data logger confirm that reefer unit malfunctioned and was not able to maintain the temperature within range of requested set point.It seems that malfunction was caused by a leak in the refrigeration system and subsequent lack of refrigerant and loss of cooling capacity."
IPIC-6358,"Surveyors comments noted.Our analysis of the data logger show that reefer unit malfunctioned and temperature could not be maintained within range of requested set point.The malfunction was most likely due to a defective defrost sensor."
IPIC-6348,"There is no doubt the consignment had been subjected to upward temperature deviation leading to defrosting. Data logger readings show there were issues with power off prior to gate in at the terminal and we believe the container was in the care of the shipper at this juncture. Therefore, with the information to hand we do not consider Principals liable for damage that has occurred as a result."
IPIC-6359,Customer Service advise on 24th May this was a duplicated instruction.  Please see IPIC 6299 for survey findings.
IPIC-6470,"Surveyors comments noted.No apparent loss, hence no claim expected"
IPIC-6470,"Surveyors comments noted.No apparent loss, hence no claim expected"
IPIC-6680,"Surveyors comments noted.Unfortunately we were not able to retrieve the data logger from RCM, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis, into root cause and potential recovery action, subsequent we will issue an addendum with our comments."
IPIC-6370,Cause reefer malfunction. Possible recovery against third party vendor for poor PTI  as unit failed shortly after loading. 
IPIC-6378,Surveyors comments noted.
IPIC-6376,"Surveyors comments noted.All cargo found in good condition and accepted by cnee, hence no claim expected"
IPIC-6421,"Surveyors comments noted.No claim expected."
IPIC-6362,"Surveyors comments noted.We recommend that the terminal in ESALR is held responsible and that full recovery is pursued against same for causing damage to equipment and subsequent the cargo."
IPIC-6364,"Surveyors comments noted.Looking at the stowage photos, it seems quite evident that the cargo was stowed in such a way that it actually blocked the air flow at the door end. This is supported by the data logger, showing that whilst the supply air being around set point, the return air is significantly higher."
IPIC-6365,Surveyors comments noted.
IPIC-6368,"Surveyors comments noted.Cargo found in apparent good condition, hence no claim expected."
IPIC-6368,"Surveyors comments noted.Cargo found in apparent good condition, hence no claim expected."
IPIC-6368,"Surveyors comments noted.Cargo found in apparent good condition, hence no claim expected."
IPIC-6383,"Surveyors comments noted.All cargo accepted, hence no claim expected."
IPIC-6373,"RTA Costa Rica, leading to cross stuffing. Fruit affected by bruising as a result of the impact.  Recovery against haulier concerned. "
IPIC-6682,Surveyors comments noted.
IPIC-6682,Surveyors comments noted.
IPIC-6682,Surveyors comments noted.
IPIC-6682,Surveyors comments noted.
IPIC-6682,Surveyors comments noted.
IPIC-6595,"We would agree with the surveyors remarks that there were issues with the reefer unit starting on the 2nd May with high supply and return temperatures and at various other stages of the transit. Event log refers to a number of alarms. As a result the fruit triggered during the course of transit. However, as consignees had disposed of the fruit at the time of survey prevented the surveyor from establishing whether there were pre-shipment issues that may aslo have had a bearing on the condition of the load.  "
IPIC-6395,"Surveyors comments noted.Although surveyor stated that cargo was found in apparent sound condition,  a claim may still be filed by consignee."
IPIC-6387,"Surveyors comments noted.Although cargo found in apparent good condition and no claim is expected, the final decision regarding cargo condition will be taken by consignee upon arrival at final destination.Unfortunately RCM does not hold the complete data logger for this consignment, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis, into root cause and potential recovery action."
IPIC-6398,"All 4 containers under the bill of lading were affected to a more or less similar degree. MNBU0089901- logger activated 14th April at 09.00. Return air is within 2  of set point after 53 hours.  Ventilation is 5cmh, which we consider to be to low, recommendation 10cmh minimum, preferably 15/.20cmh. Supply/return reading record nothing untoward throughout the transit. No alarms are recorded. MNBU3194731 - Logger activated 14th April at 00.29, return is within 2 C of set point after 71 hours. Supply and return record nothing untoward throughout transit. Vents at 20/50/20 settings during the transit. No alarms are recorded.  MSWU0013241 - Logger activated 14th April at 06.40hrs. Return air is within 2  C of set point after 100 hours, which is much longer than the norm.  Thereafter supply and return readings are in order.  Alarm log records 14/16th April FC high temp.  Air exchange 20/25 during the transit. MSWU9031884 - Logger activated on the 21st April whereas the container was gated in on the 14th. Return air of 15.12 C, reflects some pre-cooling had already taken place. CA system is on with vents opening /closing for 23 hours. From 23.33 on the 21st unit is operating correctly for the remainder of the voyage. Photographs provided by the surveyor show fingers affected by anthracnose, crowns with rots, full yellow with sugar spotting. Diseased fruit will be stressed and therefore will have a higher respiration rate and this can lead to fruit being triggered an irreversible process. Stowage was above the maximum load line at the door end and this will have some affect on the air flow, in addition cartons would seem to be leaning against the doors again affecting air flow. A transit time of 42 days for banavac bags should not be an issue. We have noted pulp temperatures on occasion were below set point and from the photographs some of the fruit has a dull peel. Surveyor has made no reference to chill so we have disregarded this. Based on the information to hand we are of the opinion the most likely reason for the ripe fruit is pre-shipment conditions manifesting during the course of transit.  However, if claimants reject this then we will need to consider the matter further as some of the loggers have small issues that maybe exploited by claimants.  "
IPIC-6398,"All 4 containers under the bill of lading were affected to a more or less similar degree. MNBU0089901- logger activated 14th April at 09.00. Return air is within 2  of set point after 53 hours.  Ventilation is 5cmh, which we consider to be to low, recommendation 10cmh minimum, preferably 15/.20cmh. Supply/return reading record nothing untoward throughout the transit. No alarms are recorded. MNBU3194731 - Logger activated 14th April at 00.29, return is within 2 C of set point after 71 hours. Supply and return record nothing untoward throughout transit. Vents at 20/50/20 settings during the transit. No alarms are recorded.  MSWU0013241 - Logger activated 14th April at 06.40hrs. Return air is within 2  C of set point after 100 hours, which is much longer than the norm.  Thereafter supply and return readings are in order.  Alarm log records 14/16th April FC high temp.  Air exchange 20/25 during the transit. MSWU9031884 - Logger activated on the 21st April whereas the container was gated in on the 14th. Return air of 15.12 C, reflects some pre-cooling had already taken place. CA system is on with vents opening /closing for 23 hours. From 23.33 on the 21st unit is operating correctly for the remainder of the voyage. Photographs provided by the surveyor show fingers affected by anthracnose, crowns with rots, full yellow with sugar spotting. Diseased fruit will be stressed and therefore will have a higher respiration rate and this can lead to fruit being triggered an irreversible process. Stowage was above the maximum load line at the door end and this will have some affect on the air flow, in addition cartons would seem to be leaning against the doors again affecting air flow. A transit time of 42 days for banavac bags should not be an issue. We have noted pulp temperatures on occasion were below set point and from the photographs some of the fruit has a dull peel. Surveyor has made no reference to chill so we have disregarded this. Based on the information to hand we are of the opinion the most likely reason for the ripe fruit is pre-shipment conditions manifesting during the course of transit.  However, if claimants reject this then we will need to consider the matter further as some of the loggers have small issues that maybe exploited by claimants.  "
IPIC-6398,"All 4 containers under the bill of lading were affected to a more or less similar degree. MNBU0089901- logger activated 14th April at 09.00. Return air is within 2  of set point after 53 hours.  Ventilation is 5cmh, which we consider to be to low, recommendation 10cmh minimum, preferably 15/.20cmh. Supply/return reading record nothing untoward throughout the transit. No alarms are recorded. MNBU3194731 - Logger activated 14th April at 00.29, return is within 2 C of set point after 71 hours. Supply and return record nothing untoward throughout transit. Vents at 20/50/20 settings during the transit. No alarms are recorded.  MSWU0013241 - Logger activated 14th April at 06.40hrs. Return air is within 2  C of set point after 100 hours, which is much longer than the norm.  Thereafter supply and return readings are in order.  Alarm log records 14/16th April FC high temp.  Air exchange 20/25 during the transit. MSWU9031884 - Logger activated on the 21st April whereas the container was gated in on the 14th. Return air of 15.12 C, reflects some pre-cooling had already taken place. CA system is on with vents opening /closing for 23 hours. From 23.33 on the 21st unit is operating correctly for the remainder of the voyage. Photographs provided by the surveyor show fingers affected by anthracnose, crowns with rots, full yellow with sugar spotting. Diseased fruit will be stressed and therefore will have a higher respiration rate and this can lead to fruit being triggered an irreversible process. Stowage was above the maximum load line at the door end and this will have some affect on the air flow, in addition cartons would seem to be leaning against the doors again affecting air flow. A transit time of 42 days for banavac bags should not be an issue. We have noted pulp temperatures on occasion were below set point and from the photographs some of the fruit has a dull peel. Surveyor has made no reference to chill so we have disregarded this. Based on the information to hand we are of the opinion the most likely reason for the ripe fruit is pre-shipment conditions manifesting during the course of transit.  However, if claimants reject this then we will need to consider the matter further as some of the loggers have small issues that maybe exploited by claimants.  "
IPIC-6398,"All 4 containers under the bill of lading were affected to a more or less similar degree. MNBU0089901- logger activated 14th April at 09.00. Return air is within 2  of set point after 53 hours.  Ventilation is 5cmh, which we consider to be to low, recommendation 10cmh minimum, preferably 15/.20cmh. Supply/return reading record nothing untoward throughout the transit. No alarms are recorded. MNBU3194731 - Logger activated 14th April at 00.29, return is within 2 C of set point after 71 hours. Supply and return record nothing untoward throughout transit. Vents at 20/50/20 settings during the transit. No alarms are recorded.  MSWU0013241 - Logger activated 14th April at 06.40hrs. Return air is within 2  C of set point after 100 hours, which is much longer than the norm.  Thereafter supply and return readings are in order.  Alarm log records 14/16th April FC high temp.  Air exchange 20/25 during the transit. MSWU9031884 - Logger activated on the 21st April whereas the container was gated in on the 14th. Return air of 15.12 C, reflects some pre-cooling had already taken place. CA system is on with vents opening /closing for 23 hours. From 23.33 on the 21st unit is operating correctly for the remainder of the voyage. Photographs provided by the surveyor show fingers affected by anthracnose, crowns with rots, full yellow with sugar spotting. Diseased fruit will be stressed and therefore will have a higher respiration rate and this can lead to fruit being triggered an irreversible process. Stowage was above the maximum load line at the door end and this will have some affect on the air flow, in addition cartons would seem to be leaning against the doors again affecting air flow. A transit time of 42 days for banavac bags should not be an issue. We have noted pulp temperatures on occasion were below set point and from the photographs some of the fruit has a dull peel. Surveyor has made no reference to chill so we have disregarded this. Based on the information to hand we are of the opinion the most likely reason for the ripe fruit is pre-shipment conditions manifesting during the course of transit.  However, if claimants reject this then we will need to consider the matter further as some of the loggers have small issues that maybe exploited by claimants.  "
IPIC-6396,"Agree with comments made by the surveyor in so far oxygen was not at the correct setting during the course of transit. As a consequence respiration rate of the fruit remained high leading to premature ripening, moisture loss and associated softness. "
IPIC-6400,"1 of 69 containers under the bill of lading. No other reported issues. Bananas will develop chilling injury at 12.8 C and below. In this case for most of the voyage return air was below set point, which should not be the case. Consequently the vascular bundles coagulated leading to brown streaking to varying degrees and dull fruit. . Cause we are advised was due to a defective evaporator motor. "
IPIC-6388,"Surveyors comments noted.Unfortunately RCM does not hold the complete data logger for this consignment, hence we are not able to comment on temperature or events.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis, into root cause and potential recovery action."
IPIC-6397,Fruit disposed off prior to survey. Consignees surveyor advised in writing that consignees may have prejudiced any claim. 
IPIC-6684,Surveyor advised  survey cancelled as consignee accepted the consignment.
IPIC-6416,Surveyors comments noted.
